anahtar,adet,ornek_yazim,ilk_yer
"والقمل",1,"وَالْقُمَّلَ","7:133:5"
"والضفادع",1,"وَالضَّفَادِعَ","7:133:6"
"مفصلات",1,"مُفَصَّلَاتٍ","7:133:9"
"لنؤمنن",1,"لَنُؤْمِنَنَّ","7:134:18"
"ولنرسلن",1,"وَلَنُرْسِلَنَّ","7:134:20"
"بنياسرايل",1,"بَنٖٓياِسْرَٓائٖلَۚ","7:134:22"
"بالغوه",1,"بَالِغُوهُ","7:135:8"
"يستضعفون",1,"يُسْتَضْعَفُونَ","7:137:5"
"مشارق",1,"مَشَارِقَ","7:137:6"
"ومغاربها",1,"وَمَغَارِبَهَا","7:137:8"
"ودمرنا",1,"وَدَمَّرْنَا","7:137:21"
"يصنع",1,"يَصْنَعُ","7:137:24"
"يعكفون",1,"يَعْكُفُونَ","7:138:8"
"اصنام",1,"اَصْنَامٍ","7:138:10"
"قومتجهلون",1,"قَوْمٌتَجْهَلُونَ","7:138:23"
"متبر",1,"مُتَبَّرٌ","7:139:3"
"ابغيكم",1,"اَبْغٖيكُمْ","7:140:4"
"فضلكم",1,"فَضَّلَكُمْ","7:140:7"
"ووعدنا",1,"وَوٰعَدْنَا","7:142:1"
"ثلثين",1,"ثَلٰثٖينَ","7:142:3"
"واتممناها",1,"وَاَتْمَمْنَاهَا","7:142:5"
"فتم",1,"فَتَمَّ","7:142:7"
"لاخيه",1,"لِاَخٖيهِ","7:142:14"
"اخلفنى",1,"اخْلُفْنٖي","7:142:16"
"وكلمه",1,"وَكَلَّمَهُ","7:143:5"
"استقر",1,"اسْتَقَرَّ","7:143:20"
"للجبل",1,"لِلْجَبَلِ","7:143:27"
"صعقا",1,"صَعِقًاۚ","7:143:32"
"افاق",1,"اَفَاقَ","7:143:34"
"اصطفيتك",1,"اصْطَفَيْتُكَ","7:144:5"
"برسالاتى",1,"بِرِسَالَاتٖي","7:144:8"
"وبكلامى",1,"وَبِكَلَامٖيؗ","7:144:9"
"اتيتك",1,"اٰتَيْتُكَ","7:144:12"
"منالشاكرين",1,"مِنَالشَّاكِرٖينَ","7:144:14"
"ياخذوا",1,"يَاْخُذُوا","7:145:16"
"باحسنها",1,"بِاَحْسَنِهَاؕ","7:145:17"
"ساصرف",1,"سَاَصْرِفُ","7:146:1"
"يتكبرون",1,"يَتَكَبَّرُونَ","7:146:5"
"ولقاء",1,"وَلِقَٓاءِ","7:147:4"
"حليهم",1,"حُلِيِّهِمْ","7:148:7"
"اتخذوه",1,"اِتَّخَذُوهُ","7:148:20"
"يرحمنا",1,"يَرْحَمْنَا","7:149:12"
"خلفتمونى",1,"خَلَفْتُمُونٖي","7:150:10"
"اعجلتم",1,"اَعَجِلْتُمْ","7:150:13"
"براس",1,"بِرَاْسِ","7:150:19"
"يجره",1,"يَجُرُّهُٓ","7:150:21"
"استضعفونى",1,"اسْتَضْعَفُونٖي","7:150:28"
"وكادوا",1,"وَكَادُوا","7:150:29"
"يقتلوننى",1,"يَقْتُلُونَنٖيؗ","7:150:30"
"تشمت",1,"تُشْمِتْ","7:150:32"
"لاعداء",1,"الْاَعْدَٓاءَ","7:150:34"
"ولاخى",1,"وَلِاَخٖي","7:151:5"
"وادخلنا",1,"وَاَدْخِلْنَا","7:151:6"
"رحمتك",1,"رَحْمَتِكَؗ","7:151:8"
"سينالهم",1,"سَيَنَالُهُمْ","7:152:5"
"وذلة",1,"وَذِلَّةٌ","7:152:9"
"لمفترين",1,"الْمُفْتَرٖينَ","7:152:15"
"سكت",1,"سَكَتَ","7:154:2"
"لغضب",1,"الْغَضَبُ","7:154:5"
"نسختها",1,"نُسْخَتِهَا","7:154:9"
"يرهبون",1,"يَرْهَبُونَ","7:154:15"
"واختار",1,"وَاخْتَارَ","7:155:1"
"اهلكتهم",1,"اَهْلَكْتَهُمْ","7:155:14"
"اتهلكنا",1,"اَتُهْلِكُنَا","7:155:18"
"فتنتك",1,"فِتْنَتُكَؕ","7:155:26"
"وتهدى",1,"وَتَهْدٖي","7:155:31"
"لغافرين",1,"الْغَافِرٖينَ","7:155:41"
"واكتب",1,"وَاكْتُبْ","7:156:1"
"اصيب",1,"اُصٖيبُ","7:156:14"
"اشاء",1,"اَشَٓاءُۚ","7:156:17"
"ورحمتى",1,"وَرَحْمَتٖي","7:156:18"
"فساكتبها",1,"فَسَاَكْتُبُهَا","7:156:22"
"يجدونه",1,"يَجِدُونَهُ","7:157:7"
"مكتوبا",1,"مَكْتُوبًا","7:157:8"
"يامرهم",1,"يَاْمُرُهُمْ","7:157:13"
"وينهيهم",1,"وَيَنْهٰيهُمْ","7:157:15"
"ويحرم",1,"وَيُحَرِّمُ","7:157:21"
"ويضع",1,"وَيَضَعُ","7:157:24"
"اصرهم",1,"اِصْرَهُمْ","7:157:26"
"والاغلال",1,"وَالْاَغْلَالَ","7:157:27"
"وعزروه",1,"وَعَزَّرُوهُ","7:157:34"
"ونصروه",1,"وَنَصَرُوهُ","7:157:35"
"وكلماته",1,"وَكَلِمَاتِهٖ","7:158:28"
"واتبعوه",1,"وَاتَّبِعُوهُ","7:158:29"
"اثنتى",1,"اثْنَتَيْ","7:160:2"
"اسباطا",1,"اَسْبَاطًا","7:160:4"
"استسقيه",1,"اسْتَسْقٰيهُ","7:160:10"
"فانبجست",1,"فَانْبَجَسَتْ","7:160:16"
"خطياتكم",1,"خَطٖٓيـَٔاتِكُمْؕ","7:161:18"
"سنزيد",1,"سَنَزٖيدُ","7:161:19"
"وسلهم",1,"وَسْـَٔلْهُمْ","7:163:1"
"يعدون",1,"يَعْدُونَ","7:163:9"
"حيتانهم",1,"حٖيتَانُهُمْ","7:163:14"
"سبتهم",1,"سَبْتِهِمْ","7:163:16"
"شرعا",1,"شُرَّعًا","7:163:17"
"يسبتون",1,"يَسْبِتُونَۙ","7:163:20"
"نبلوهم",1,"نَبْلُوهُمْ","7:163:24"
"تعظون",1,"تَعِظُونَ","7:164:6"
"مهلكهم",1,"مُهْلِكُهُمْ","7:164:9"
"معذرة",1,"مَعْذِرَةً","7:164:15"
"بيس",1,"بَــٖٔيسٍ","7:165:15"
"ليبعثن",1,"لَيَبْعَثَنَّ","7:167:4"
"يسومهم",1,"يَسُومُهُمْ","7:167:10"
"لسريع",1,"لَسَرٖيعُ","7:167:15"
"وبلوناهم",1,"وَبَلَوْنَاهُمْ","7:168:10"
"بالحسنات",1,"بِالْحَسَنَاتِ","7:168:11"
"والسيات",1,"وَالسَّيِّـَٔاتِ","7:168:12"
"ورثوا",1,"وَرِثُوا","7:169:5"
"ياخذون",1,"يَاْخُذُونَ","7:169:7"
"سيغفر",1,"سَيُغْفَرُ","7:169:12"
"ياخذوه",1,"يَاْخُذُوهُؕ","7:169:18"
"ودرسوا",1,"وَدَرَسُوا","7:169:31"
"يمسكون",1,"يُمَسِّكُونَ","7:170:2"
"نتقنا",1,"نَتَقْنَا","7:171:2"
"ظلة",1,"ظُلَّةٌ","7:171:6"
"واشهدهم",1,"وَاَشْهَدَهُمْ","7:172:10"
"افتهلكنا",1,"اَفَتُهْلِكُنَا","7:173:12"
"فانسلخ",1,"فَانْسَلَخَ","7:175:7"
"لرفعناه",1,"لَرَفَعْنَاهُ","7:176:3"
"ولكنه",1,"وَلٰكِنَّهُٓ","7:176:5"
"اخلد",1,"اَخْلَدَ","7:176:6"
"لكلب",1,"الْكَلْبِۚ","7:176:13"
"تتركه",1,"تَتْرُكْهُ","7:176:19"
"فاقصص",1,"فَاقْصُصِ","7:176:27"
"لمهتدى",1,"الْمُهْتَدٖيۚ","7:178:5"
"ذرانا",1,"ذَرَاْنَا","7:179:2"
"اسمائه",1,"اَسْمَٓائِهٖؕ","7:180:10"
"بصاحبهم",1,"بِصَاحِبِهِمْ","7:184:4"
"هادى",1,"هَادِيَ","7:186:5"
"ويذرهم",1,"وَيَذَرُهُمْ","7:186:7"
"يجليها",1,"يُجَلّٖيهَا","7:187:12"
"لوقتها",1,"لِوَقْتِهَٓا","7:187:13"
"كانك",1,"كَاَنَّكَ","7:187:25"
"حفى",1,"حَفِيٌّ","7:187:26"
"لاستكثرت",1,"لَاسْتَكْثَرْتُ","7:188:16"
"ليسكن",1,"لِيَسْكُنَ","7:189:10"
"تغشيها",1,"تَغَشّٰيهَا","7:189:13"
"خفيفا",1,"خَفٖيفًا","7:189:16"
"فمرت",1,"فَمَرَّتْ","7:189:17"
"اثقلت",1,"اَثْقَلَتْ","7:189:20"
"اتيتنا",1,"اٰتَيْتَنَا","7:189:25"
"جعلا",1,"جَعَلَا","7:190:4"
"ايشركون",1,"اَيُشْرِكُونَ","7:191:1"
"يتبعوكم",1,"يَتَّبِعُوكُمْؕ","7:193:6"
"ادعوتموهم",1,"اَدَعَوْتُمُوهُمْ","7:193:9"
"صامتون",1,"صَامِتُونَ","7:193:12"
"فادعوهم",1,"فَادْعُوهُمْ","7:194:9"
"ارجل",1,"اَرْجُلٌ","7:195:2"
"ايد",1,"اَيْدٍ","7:195:7"
"يبطشون",1,"يَبْطِشُونَ","7:195:8"
"كيدون",1,"كٖيدُونِ","7:195:24"
"وليى",1,"وَلِيِّىَ","7:196:2"
"بالعرف",1,"بِالْعُرْفِ","7:199:4"
"مسهم",1,"مَسَّهُمْ","7:201:5"
"مبصرون",1,"مُبْصِرُونَۚ","7:201:12"
"يمدونهم",1,"يَمُدُّونَهُمْ","7:202:2"
"يقصرون",1,"يُقْصِرُونَ","7:202:7"
"اجتبيتها",1,"اجْتَبَيْتَهَاؕ","7:203:7"
"وانصتوا",1,"وَاَنْصِتُوا","7:204:6"
"وخيفة",1,"وَخٖيفَةً","7:205:6"
"ودون",1,"وَدُونَ","7:205:7"
"ويسبحونه",1,"وَيُسَبِّحُونَهُ","7:206:9"
"دبره",1,"دُبُرَهُٓ","8:16:4"
"فاويكم",1,"فَاٰوٰيكُمْ","8:26:12"
"اولياؤه",1,"اَوْلِيَٓاؤُ࣑هُٓ","8:34:15"
"فيركمه",1,"فَيَرْكُمَهُ","8:37:11"
"فيجعله",1,"فَيَجْعَلَهُ","8:37:13"
"خمسه",1,"خُمُسَهُ","8:41:8"
"اريكهم",1,"اَرٰيكَهُمْ","8:43:8"
"مغيرا",1,"مُغَيِّرًا","8:53:6"
"انعمها",1,"اَنْعَمَهَا","8:53:8"
"عاهدت",1,"عَاهَدْتَ","8:56:2"
"تثقفنهم",1,"تَثْقَفَنَّهُمْ","8:57:2"
"فشرد",1,"فَشَرِّدْ","8:57:5"
"تخافن",1,"تَخَافَنَّ","8:58:2"
"خيانة",1,"خِيَانَةً","8:58:5"
"فانبذ",1,"فَانْبِذْ","8:58:6"
"يعجزون",1,"يُعْجِزُونَ","8:59:8"
"رباط",1,"رِبَاطِ","8:60:8"
"لخيل",1,"الْخَيْلِ","8:60:9"
"ترهبون",1,"تُرْهِبُونَ","8:60:10"
"تعلمونهم",1,"تَعْلَمُونَهُمْۚ","8:60:19"
"جنحوا",1,"جَنَحُوا","8:61:2"
"فاجنح",1,"فَاجْنَحْ","8:61:4"
"يخدعوك",1,"يَخْدَعُوكَ","8:62:4"
"ايدك",1,"اَيَّدَكَ","8:62:10"
"وبالمؤمنين",1,"وَبِالْمُؤْمِنٖينَۙ","8:62:12"
"والف",1,"وَاَلَّفَ","8:63:1"
"انفقت",1,"اَنْفَقْتَ","8:63:5"
"لفت",1,"اَلَّفْتَ","8:63:11"
"حرض",1,"حَرِّضِ","8:65:3"
"عشرون",1,"عِشْرُونَ","8:65:10"
"صابرون",1,"صَابِرُونَ","8:65:11"
"صابرة",1,"صَابِرَةٌ","8:66:13"
"لفين",1,"اَلْفَيْنِ","8:66:21"
"يثخن",1,"يُثْخِنَ","8:67:9"
"اخذتم",1,"اَخَذْتُمْ","8:68:8"
"لاسرى",1,"الْاَسْرٰٓىۙ","8:70:8"
"خيانتك",1,"خِيَانَتَكَ","8:71:3"
"خانوا",1,"خَانُوا","8:71:5"
"فامكن",1,"فَاَمْكَنَ","8:71:9"
"ولايتهم",1,"وَلَايَتِهِمْ","8:72:25"
"استنصروكم",1,"اسْتَنْصَرُوكُمْ","8:72:31"
"فعليكم",1,"فَعَلَيْكُمُ","8:72:34"
"تفعلوه",1,"تَفْعَلُوهُ","8:73:7"
"وفساد",1,"وَفَسَادٌ","8:73:12"
"مامنه",1,"مَاْمَنَهُؕ","9:6:13"
"بدؤ࣒كم",1,"بَدَؤُ࣒كُمْ","9:13:10"
"اجعلتم",1,"اَجَعَلْتُمْ","9:19:1"
"وجاهد",1,"وَجَاهَدَ","9:19:12"
"يضاهؤ࣒ن",1,"يُضَاهِؤُ࣒نَ","9:30:14"
"يطفؤ࣒ا",1,"يُطْفِؤُ࣒ا","9:32:3"
"بعذاباليم",1,"بِعَذَابٍاَلٖيمٍۙ","9:34:28"
"لنسيء",1,"النَّسٖٓيءُ","9:37:2"
"يحلونه",1,"يُحِلُّونَهُ","9:37:10"
"ويحرمونه",1,"وَيُحَرِّمُونَهُ","9:37:12"
"ليواطؤ࣒ا",1,"لِيُوَاطِؤُ࣒ا","9:37:14"
"وايده",1,"وَاَيَّدَهُ","9:40:28"
"يصيبنا",1,"يُصٖيبَنَٓا","9:51:3"
"تربصون",1,"تَرَبَّصُونَ","9:52:3"
"لحسنيين",1,"الْحُسْنَيَيْنِؕ","9:52:7"
"بايدينا",1,"بِاَيْدٖينَاؗ","9:52:18"
"متربصون",1,"مُتَرَبِّصُونَ","9:52:22"
"منعهم",1,"مَنَعَهُمْ","9:54:2"
"نفقاتهم",1,"نَفَقَاتُهُمْ","9:54:6"
"وبرسوله",1,"وَبِرَسُولِهٖ","9:54:11"
"لمنكم",1,"لَمِنْكُمْؕ","9:56:4"
"ولكنهم",1,"وَلٰكِنَّهُمْ","9:56:8"
"مغارات",1,"مَغَارَاتٍ","9:57:5"
"يجمحون",1,"يَجْمَحُونَ","9:57:11"
"يلمزك",1,"يَلْمِزُكَ","9:58:3"
"اعطوا",1,"اُعْطُوا","9:58:7"
"يسخطون",1,"يَسْخَطُونَ","9:58:16"
"سيؤتينا",1,"سَيُؤْتٖينَا","9:59:11"
"والعاملين",1,"وَالْعَامِلٖينَ","9:60:5"
"والمؤلفة",1,"وَالْمُؤَلَّفَةِ","9:60:7"
"والغارمين",1,"وَالْغَارِمٖينَ","9:60:11"
"ليرضوكم",1,"لِيُرْضُوكُمْۚ","9:62:4"
"يرضوه",1,"يُرْضُوهُ","9:62:9"
"يحادد",1,"يُحَادِدِ","9:63:5"
"تنبئهم",1,"تُنَبِّئُهُمْ","9:64:7"
"استهزؤ࣒ا",1,"اسْتَهْزِؤُ࣒اۚ","9:64:12"
"تحذرون",1,"تَحْذَرُونَ","9:64:17"
"ونلعب",1,"وَنَلْعَبُؕ","9:65:7"
"ابالله",1,"اَبِاللّٰهِ","9:65:9"
"تستهزؤ࣒ن",1,"تَسْتَهْزِؤُ࣒نَ","9:65:13"
"نعف",1,"نَعْفُ","9:66:8"
"نعذب",1,"نُعَذِّبْ","9:66:12"
"بالمنكر",1,"بِالْمُنْكَرِ","9:67:7"
"لمعروف",1,"الْمَعْرُوفِ","9:67:10"
"ويقبضون",1,"وَيَقْبِضُونَ","9:67:11"
"فنسيهم",1,"فَنَسِيَهُمْؕ","9:67:15"
"فاستمتعوا",1,"فَاسْتَمْتَعُوا","9:69:11"
"فاستمتعتم",1,"فَاسْتَمْتَعْتُمْ","9:69:13"
"بخلاقكم",1,"بِخَلَاقِكُمْ","9:69:14"
"وخضتم",1,"وَخُضْتُمْ","9:69:21"
"خاضوا",1,"خَاضُواؕ","9:69:23"
"اتتهم",1,"اَتَتْهُمْ","9:70:16"
"ويطيعون",1,"وَيُطٖيعُونَ","9:71:15"
"سيرحمهم",1,"سَيَرْحَمُهُمُ","9:71:19"
"اسلامهم",1,"اِسْلَامِهِمْ","9:74:11"
"اغنيهم",1,"اَغْنٰيهُمُ","9:74:20"
"يتولوا",1,"يَتَوَلَّوْا","9:74:31"
"لنصدقن",1,"لَنَصَّدَّقَنَّ","9:75:9"
"ولنكونن",1,"وَلَنَكُونَنَّ","9:75:10"
"فاعقبهم",1,"فَاَعْقَبَهُمْ","9:77:1"
"اخلفوا",1,"اَخْلَفُوا","9:77:9"
"وعدوه",1,"وَعَدُوهُ","9:77:12"
"يلمزون",1,"يَلْمِزُونَ","9:79:2"
"لمطوعين",1,"الْمُطَّوِّعٖينَ","9:79:3"
"جهدهم",1,"جُهْدَهُمْ","9:79:12"
"فيسخرون",1,"فَيَسْخَرُونَ","9:79:13"
"بمقعدهم",1,"بِمَقْعَدِهِمْ","9:81:3"
"حرا",1,"حَرًّاؕ","9:81:24"
"فليضحكوا",1,"فَلْيَضْحَكُوا","9:82:1"
"وليبكوا",1,"وَلْيَبْكُوا","9:82:3"
"رجعك",1,"رَجَعَكَ","9:83:2"
"فاستاذنوك",1,"فَاسْتَاْذَنُوكَ","9:83:7"
"للخروج",1,"لِلْخُرُوجِ","9:83:8"
"تخرجوا",1,"تَخْرُجُوا","9:83:11"
"رضيتم",1,"رَضٖيتُمْ","9:83:19"
"بالقعود",1,"بِالْقُعُودِ","9:83:20"
"فاقعدوا",1,"فَاقْعُدُوا","9:83:23"
"لخالفين",1,"الْخَالِفٖينَ","9:83:25"
"قبره",1,"قَبْرِهٖؕ","9:84:11"
"واولادهم",1,"وَاَوْلَادُهُمْؕ","9:85:4"
"استاذنك",1,"اسْتَاْذَنَكَ","9:86:10"
"ذرنا",1,"ذَرْنَا","9:86:15"
"لمعذرون",1,"الْمُعَذِّرُونَ","9:90:2"
"ليؤذن",1,"لِيُؤْذَنَ","9:90:5"
"وقعد",1,"وَقَعَدَ","9:90:7"
"لضعفاء",1,"الضُّعَفَٓاءِ","9:91:3"
"لمرضى",1,"الْمَرْضٰى","9:91:6"
"نصحوا",1,"نَصَحُوا","9:91:16"
"اتوك",1,"اَتَوْكَ","9:92:6"
"لتحملهم",1,"لِتَحْمِلَهُمْ","9:92:7"
"احملكم",1,"اَحْمِلُكُمْ","9:92:12"
"واعينهم",1,"وَاَعْيُنُهُمْ","9:92:15"
"حزنا",1,"حَزَنًا","9:92:19"
"يعتذرون",1,"يَعْتَذِرُونَ","9:94:1"
"نبانا",1,"نَبَّاَنَا","9:94:13"
"وسيرى",1,"وَسَيَرَى","9:94:17"
"سيحلفون",1,"سَيَحْلِفُونَ","9:95:1"
"لتعرضوا",1,"لِتُعْرِضُوا","9:95:7"
"لترضوا",1,"لِتَرْضَوْا","9:96:3"
"ترضوا",1,"تَرْضَوْا","9:96:6"
"ونفاقا",1,"وَنِفَاقًا","9:97:4"
"واجدر",1,"وَاَجْدَرُ","9:97:5"
"ويتربص",1,"وَيَتَرَبَّصُ","9:98:8"
"لدوائر",1,"الدَّوَٓائِرَؕ","9:98:10"
"قربات",1,"قُرُبَاتٍ","9:99:11"
"قربة",1,"قُرْبَةٌ","9:99:18"
"سيدخلهم",1,"سَيُدْخِلُهُمُ","9:99:20"
"اتبعوهم",1,"اتَّبَعُوهُمْ","9:100:7"
"منافقون",1,"مُنَافِقُونَؕ","9:101:5"
"مردوا",1,"مَرَدُوا","9:101:9"
"لنفاق",1,"النِّفَاقِ","9:101:11"
"تعلمهم",1,"تَعْلَمُهُمْؕ","9:101:13"
"نعلمهم",1,"نَعْلَمُهُمْؕ","9:101:15"
"سنعذبهم",1,"سَنُعَذِّبُهُمْ","9:101:16"
"اعترفوا",1,"اعْتَرَفُوا","9:102:2"
"خلطوا",1,"خَلَطُوا","9:102:4"
"سيئا",1,"سَيِّئًاؕ","9:102:8"
"تطهرهم",1,"تُطَهِّرُهُمْ","9:103:5"
"وتزكيهم",1,"وَتُزَكّٖيهِمْ","9:103:6"
"وصل",1,"وَصَلِّ","9:103:8"
"صلوتك",1,"صَلٰوتَكَ","9:103:11"
"وياخذ",1,"وَيَاْخُذُ","9:104:10"
"فسيرى",1,"فَسَيَرَى","9:105:3"
"وستردون",1,"وَسَتُرَدُّونَ","9:105:8"
"مرجون",1,"مُرْجَوْنَ","9:106:2"
"وتفريقا",1,"وَتَفْرٖيقًا","9:107:6"
"وارصادا",1,"وَاِرْصَادًا","9:107:9"
"حارب",1,"حَارَبَ","9:107:11"
"وليحلفن",1,"وَلَيَحْلِفُنَّ","9:107:16"
"يتطهروا",1,"يَتَطَهَّرُواؕ","9:108:20"
"لمطهرين",1,"الْمُطَّهِّرٖينَ","9:108:23"
"جرف",1,"جُرُفٍ","9:109:16"
"هار",1,"هَارٍ","9:109:17"
"فانهار",1,"فَانْهَارَ","9:109:18"
"ريبة",1,"رٖيبَةً","9:110:6"
"اشترى",1,"اشْتَرٰى","9:111:3"
"فيقتلون",1,"فَيَقْتُلُونَ","9:111:15"
"فاستبشروا",1,"فَاسْتَبْشِرُوا","9:111:29"
"ببيعكم",1,"بِبَيْعِكُمُ","9:111:30"
"بايعتم",1,"بَايَعْتُمْ","9:111:32"
"لتائبون",1,"اَلتَّٓائِبُونَ","9:112:1"
"لعابدون",1,"الْعَابِدُونَ","9:112:2"
"لحامدون",1,"الْحَامِدُونَ","9:112:3"
"لسائحون",1,"السَّٓائِحُونَ","9:112:4"
"لراكعون",1,"الرَّاكِعُونَ","9:112:5"
"لساجدون",1,"السَّاجِدُونَ","9:112:6"
"لامرون",1,"الْاٰمِرُونَ","9:112:7"
"والناهون",1,"وَالنَّاهُونَ","9:112:9"
"والحافظون",1,"وَالْحَافِظُونَ","9:112:12"
"لحدود",1,"لِحُدُودِ","9:112:13"
"يستغفروا",1,"يَسْتَغْفِرُوا","9:113:7"
"استغفار",1,"اسْتِغْفَارُ","9:114:3"
"موعدة",1,"مَوْعِدَةٍ","9:114:8"
"لاواه",1,"لَاَوَّاهٌ","9:114:21"
"لعسرة",1,"الْعُسْرَةِ","9:117:12"
"يزيغ",1,"يَزٖيغُ","9:117:17"
"خلفوا",1,"خُلِّفُواؕ","9:118:4"
"ضاقت",1,"ضَاقَتْ","9:118:7"
"ليتوبوا",1,"لِيَتُوبُواؕ","9:118:26"
"وكونوا",1,"وَكُونُوا","9:119:6"
"لاهل",1,"لِاَهْلِ","9:120:3"
"يتخلفوا",1,"يَتَخَلَّفُوا","9:120:10"
"يرغبوا",1,"يَرْغَبُوا","9:120:15"
"ظما",1,"ظَمَاٌ","9:120:23"
"يطؤ࣒ن",1,"يَطَؤُ࣒نَ","9:120:32"
"موطئا",1,"مَوْطِئًا","9:120:33"
"ينالون",1,"يَنَالُونَ","9:120:37"
"نيلا",1,"نَيْلًا","9:120:40"
"يقطعون",1,"يَقْطَعُونَ","9:121:8"
"واديا",1,"وَادِيًا","9:121:9"
"لينفروا",1,"لِيَنْفِرُوا","9:122:4"
"فرقة",1,"فِرْقَةٍ","9:122:10"
"ليتفقهوا",1,"لِيَتَفَقَّهُوا","9:122:13"
"يلونكم",1,"يَلُونَكُمْ","9:123:6"
"وليجدوا",1,"وَلْيَجِدُوا","9:123:9"
"غلظة",1,"غِلْظَةًؕ","9:123:11"
"زادته",1,"زَادَتْهُ","9:124:9"
"رجسا",1,"رِجْسًا","9:125:7"
"رجسهم",1,"رِجْسِهِمْ","9:125:9"
"انصرفوا",1,"انْصَرَفُواؕ","9:127:14"
"حريص",1,"حَرٖيصٌ","9:128:10"
"اذنه",1,"اِذْنِهٖؕ","10:3:23"
"وقدره",1,"وَقَدَّرَهُ","10:5:8"
"لجنبه",1,"لِجَنْبِهٖٓ","10:12:6"
"بقران",1,"بِقُرْاٰنٍ","10:15:12"
"ابدله",1,"اُبَدِّلَهُ","10:15:22"
"تلوته",1,"تَلَوْتُهُ","10:16:6"
"ادريكم",1,"اَدْرٰيكُمْ","10:16:9"
"اتنبؤ࣒ن",1,"اَتُنَبِّؤُ࣒نَ","10:18:16"
"انجيهم",1,"اَنْجٰيهُمْ","10:23:2"
"بريؤ࣒ن",1,"بَرٖٓيؤُ࣒نَ","10:41:9"
"ويستنبؤ࣒نك",1,"وَيَسْتَنْبِؤُ࣒نَكَ","10:53:1"
"لافتدت",1,"لَافْتَدَتْ","10:54:9"
"بفضل",1,"بِفَضْلِ","10:58:2"
"وبرحمته",1,"وَبِرَحْمَتِهٖ","10:58:4"
"فبذلك",1,"فَبِذٰلِكَ","10:58:5"
"فليفرحوا",1,"فَلْيَفْرَحُواؕ","10:58:6"
"فجعلتم",1,"فَجَعَلْتُمْ","10:59:9"
"عند‌كم",1,"عِنْدَ‌كُمْ","10:68:16"
"نذيقهم",1,"نُذٖيقُهُمُ","10:70:8"
"وتذكيرى",1,"وَتَذْكٖيرٖي","10:71:15"
"وشركاءكم",1,"وَشُرَكَٓاءَكُمْ","10:71:23"
"غمة",1,"غُمَّةً","10:71:29"
"اقضوا",1,"اقْضُٓوا","10:71:31"
"ولاتنظرون",1,"وَلَاتُنْظِرُونِ","10:71:33"
"نطبع",1,"نَطْبَعُ","10:74:19"
"اسحر",1,"اَسِحْرٌ","10:77:7"
"لساحرون",1,"السَّاحِرُونَ","10:77:11"
"لتلفتنا",1,"لِتَلْفِتَنَا","10:78:3"
"سيبطله",1,"سَيُبْطِلُهُؕ","10:81:11"
"لموسى",1,"لِمُوسٰٓى","10:83:3"
"وملائهم",1,"وَمَلَا࣑ئِهِمْ","10:83:12"
"يفتنهم",1,"يَفْتِنَهُمْؕ","10:83:14"
"توكلوا",1,"تَوَكَّلُٓوا","10:84:10"
"كنتممسلمين",1,"كُنْتُمْمُسْلِمٖينَ","10:84:12"
"ونجنا",1,"وَنَجِّنَا","10:86:1"
"لقومكما",1,"لِقَوْمِكُمَا","10:87:7"
"بمصر",1,"بِمِصْرَ","10:87:8"
"وملاه",1,"وَمَلَاَهُ","10:88:7"
"اطمس",1,"اطْمِسْ","10:88:18"
"واشدد",1,"وَاشْدُدْ","10:88:21"
"اجيبت",1,"اُجٖيبَتْ","10:89:3"
"فاستقيما",1,"فَاسْتَقٖيمَا","10:89:5"
"تتبعان",1,"تَتَّبِعَٓانِّ","10:89:7"
"ادركه",1,"اَدْرَكَهُ","10:90:12"
"لغرق",1,"الْغَرَقُۙ","10:90:13"
"ننجيك",1,"نُنَجّٖيكَ","10:92:2"
"ببدنك",1,"بِبَدَنِكَ","10:92:3"
"خلفك",1,"خَلْفَكَ","10:92:6"
"مبوا",1,"مُبَوَّاَ","10:93:5"
"فنفعها",1,"فَنَفَعَهَٓا","10:98:5"
"ومتعناهم",1,"وَمَتَّعْنَاهُمْ","10:98:19"
"تكره",1,"تُكْرِهُ","10:99:11"
"والنذر",1,"وَالنُّذُرُ","10:101:10"
"ينتظرون",1,"يَنْتَظِرُونَ","10:102:2"
"ننج",1,"نُنْجِ","10:103:9"
"ينفعك",1,"يَنْفَعُكَ","10:106:8"
"يضرك",1,"يَضُرُّكَۚ","10:106:10"
"يردك",1,"يُرِدْكَ","10:107:11"
"راد",1,"رَٓادَّ","10:107:14"
"لفضله",1,"لِفَضْلِهٖؕ","10:107:15"
"يصيب",1,"يُصٖيبُ","10:107:16"
"يحبسه",1,"يَحْبِسُهُؕ","11:8:10"
"ليؤ࣒س",1,"لَيَؤُ࣒سٌ","11:9:10"
"موعده",1,"مَوْعِدُهُۚ","11:17:25"
"لهاكارهون",1,"لَهَاكَارِهُونَ","11:28:19"
"قوماتجهلون",1,"قَوْمًاتَجْهَلُونَ","11:29:22"
"افلاتذكرون",1,"اَفَلَاتَذَكَّرُونَ","11:30:9"
"منالصادقين",1,"مِنَالصَّادِقٖينَ","11:32:13"
"مجريها",1,"مَجْرٰ۪يهَا","11:41:6"
"ومرسيها",1,"وَمُرْسٰيهَاؕ","11:41:7"
"ابنه",1,"ابْنَهُ","11:42:9"
"معالكافرين",1,"مَعَالْكَافِرٖينَ","11:42:19"
"للقومالظالمين",1,"لِلْقَوْمِالظَّالِمٖينَ","11:44:17"
